Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
373,Devin Robinson\robinde01,SF,23,WAS,2,18,29.0,.601,.000,.429,11.9,24.8,18.2,8.8,5.3,4.7,0.0,19.6,,0.1,0.0,0.1,.277,,2.0,3.4,5.4,0.0
374,Duncan Robinson\robindu01,PF,24,MIA,4,29,6.6,.500,1.000,.000,0.0,18.1,8.9,0.0,1.7,0.0,0.0,8.7,,0.0,0.0,0.0,.063,,-4.3,-2.9,-7.3,0.0
375,Glenn Robinson\robingl02,SF,25,DET,24,383,7.0,.490,.349,.245,2.1,8.5,5.1,4.1,1.0,1.1,10.0,14.2,,-0.1,0.3,0.3,.033,,-3.9,-0.3,-4.3,-0.2
376,Jerome Robinson\robinje01,SG,21,LAC,8,40,13.1,.639,.500,.000,0.0,7.7,4.0,4.1,0.0,0.0,5.3,20.2,,0.1,0.0,0.1,.086,,1.2,-5.4,-4.2,0.0
377,Mitchell Robinson\robinmi01,C,20,NYK,28,481,16.9,.635,.000,.360,12.5,11.5,12.0,5.3,1.9,9.1,13.4,10.4,,0.9,0.5,1.5,.149,,0.2,4.8,5.0,0.8
378,Rajon Rondo\rondora01,PG,32,LAL,11,278,13.8,.508,.239,.091,3.9,14.6,9.4,33.8,2.2,0.0,21.5,17.4,,0.2,0.3,0.5,.082,,-1.3,0.0,-1.4,0.0
379,Derrick Rose\rosede01,PG,30,MIN,28,821,19.7,.582,.227,.219,2.6,7.8,5.2,26.0,1.1,0.8,10.1,25.4,,1.9,0.2,2.1,.125,,3.1,-2.3,0.8,0.6
380,Terrence Ross\rosste01,SG,27,ORL,29,744,15.2,.575,.473,.134,0.7,11.0,5.8,10.5,1.8,1.5,9.0,23.2,,0.5,0.8,1.2,.080,,0.6,-1.1,-0.5,0.3
381,Terry Rozier\roziete01,PG,24,BOS,29,674,11.9,.491,.470,.148,2.3,17.2,9.7,15.3,1.8,0.9,9.0,17.6,,0.3,1.1,1.4,.100,,-1.5,1.2,-0.2,0.3
382,Ricky Rubio\rubiori01,PG,28,UTA,31,921,12.5,.508,.380,.271,1.3,12.0,6.7,31.0,2.4,0.5,19.3,22.9,,-0.3,1.2,0.9,.048,,-1.3,0.3,-0.9,0.2
383,D'Angelo Russell\russeda01,PG,22,BRK,32,933,17.8,.513,.401,.113,1.9,12.4,7.0,36.8,2.0,0.8,13.7,30.0,,0.6,0.7,1.3,.065,,2.3,-1.0,1.2,0.8
384,Domantas Sabonis\sabondo01,C,22,IND,29,715,24.1,.670,.023,.400,12.3,31.3,22.1,20.0,1.2,2.0,18.6,23.0,,2.0,1.5,3.5,.237,,2.6,3.1,5.7,1.4
385,Dario Saric\saricda01,PF,24,TOT,29,778,12.5,.553,.489,.214,6.4,18.5,12.5,9.2,0.8,0.5,11.5,17.8,,0.8,0.6,1.3,.083,,-0.2,-1.2,-1.3,0.1
385,Dario Saric\saricda01,PF,24,PHI,13,396,8.4,.496,.530,.227,5.8,17.1,11.6,9.1,0.5,0.6,14.7,18.1,,-0.1,0.3,0.2,.023,,-2.3,-1.4,-3.7,-0.2
385,Dario Saric\saricda01,PF,24,MIN,16,382,16.8,.610,.448,.201,6.9,19.9,13.4,9.3,1.1,0.5,8.2,17.5,,0.9,0.3,1.2,.145,,2.0,-0.9,1.1,0.3
386,Tomas Satoransky\satorto01,SG,27,WAS,31,579,13.8,.617,.295,.326,3.1,8.3,5.7,21.1,1.9,0.9,14.0,12.6,,1.2,0.1,1.3,.110,,0.1,-1.4,-1.3,0.1
387,Dennis Schroder\schrode01,PG,25,OKC,29,850,14.3,.516,.285,.216,1.7,12.9,7.2,24.2,1.7,0.5,15.0,26.2,,0.2,1.3,1.5,.082,,-1.5,-0.3,-1.8,0.0
388,Mike Scott\scottmi01,PF,30,LAC,30,457,10.2,.527,.580,.072,3.6,21.7,13.0,8.5,1.3,0.8,11.2,14.9,,0.1,0.4,0.6,.060,,-1.0,-0.2,-1.1,0.1
389,Thabo Sefolosha\sefolth01,SF,34,UTA,17,186,8.6,.521,.455,.303,1.8,25.9,13.9,5.9,3.6,0.4,24.3,11.5,,-0.2,0.4,0.2,.045,,-5.1,3.1,-2.1,0.0
390,Wayne Selden\seldewa01,SG,24,MEM,25,384,8.9,.492,.394,.159,3.5,6.1,4.8,12.7,1.3,1.2,11.9,19.2,,-0.2,0.3,0.1,.018,,-3.0,-1.6,-4.6,-0.3
391,Collin Sexton\sextoco01,PG,20,CLE,31,923,11.2,.513,.141,.179,2.3,8.9,5.5,13.6,0.8,0.3,13.7,25.2,,-0.4,-0.1,-0.4,-0.022,,-2.6,-3.1,-5.7,-0.9
392,Landry Shamet\shamela01,SG,21,PHI,32,665,10.2,.605,.721,.168,1.3,6.1,3.8,6.3,1.0,0.5,7.0,14.4,,0.8,0.4,1.2,.087,,0.8,-2.4,-1.6,0.1
393,Iman Shumpert\shumpim01,SG,28,SAC,24,619,11.5,.568,.630,.130,1.5,11.3,6.3,9.2,2.2,1.1,9.7,14.5,,0.5,0.5,1.0,.080,,0.9,0.0,0.8,0.4
394,Pascal Siakam\siakapa01,PF,24,TOR,31,926,19.2,.671,.205,.300,4.9,16.7,11.1,12.9,1.7,1.9,12.9,17.8,,2.5,1.3,3.8,.197,,2.8,2.2,5.0,1.6
395,Ben Simmons\simmobe01,PG,22,PHI,31,1031,20.9,.594,.000,.457,6.8,21.6,14.4,36.6,2.0,1.9,20.0,21.3,,2.0,1.4,3.5,.162,,1.8,2.7,4.5,1.7
396,Jonathon Simmons\simmojo02,SG,29,ORL,27,585,7.7,.450,.297,.277,2.6,9.8,6.1,14.1,1.1,1.8,14.1,19.2,,-0.7,0.5,-0.2,-0.017,,-4.8,-0.4,-5.2,-0.5
397,Anfernee Simons\simonan01,SG,19,POR,5,34,-2.4,.328,.333,.267,0.0,15.0,7.7,4.2,0.0,0.0,15.2,24.6,,-0.2,0.0,-0.2,-0.247,,-11.8,-4.7,-16.5,-0.1
398,Marcus Smart\smartma01,SG,24,BOS,29,731,13.0,.534,.604,.320,3.3,8.7,6.0,21.5,3.4,1.5,17.2,13.7,,0.8,1.4,2.2,.142,,0.2,2.5,2.7,0.9
399,Dennis Smith\smithde03,PG,21,DAL,21,596,11.4,.521,.332,.239,2.4,9.2,5.9,22.5,2.2,1.4,20.8,23.7,,-0.5,0.7,0.1,.011,,-2.4,0.0,-2.4,-0.1
400,Ish Smith\smithis01,PG,30,DET,22,537,8.9,.483,.371,.059,0.2,8.5,4.1,18.7,0.9,1.0,10.6,18.3,,0.0,0.4,0.4,.035,,-2.4,-1.2,-3.5,-0.2
401,J.R. Smith\smithjr01,SG,33,CLE,11,222,8.1,.444,.494,.127,0.0,9.2,4.5,13.7,2.5,1.2,11.7,18.6,,-0.2,0.1,-0.1,-0.024,,-2.9,-1.3,-4.3,-0.1
402,Jason Smith\smithja02,C-PF,32,TOT,13,135,11.2,.486,.275,.300,11.1,22.2,16.5,12.0,0.4,3.1,15.0,16.7,,0.1,0.1,0.1,.045,,-3.4,-0.7,-4.1,-0.1
402,Jason Smith\smithja02,C,32,WAS,12,130,12.0,.520,.270,.324,9.0,22.3,15.5,12.5,0.4,3.3,14.2,16.1,,0.1,0.1,0.2,.065,,-2.8,-0.2,-3.0,0.0
402,Jason Smith\smithja02,PF,32,MIL,1,5,-10.6,.000,.333,.000,65.0,19.6,41.1,0.0,0.0,0.0,25.0,33.5,,-0.1,0.0,-0.1,-0.489,,-18.8,-13.6,-32.4,0.0
403,Tony Snell\snellto01,SG,27,MIL,29,503,11.1,.575,.595,.182,2.6,9.1,6.0,5.4,1.1,0.8,5.3,14.1,,0.7,0.6,1.2,.117,,-0.2,-0.9,-1.1,0.1
404,Ray Spalding\spaldra01,PF,21,DAL,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.006,,-6.0,0.4,-5.6,0.0
405,Omari Spellman\spellom01,PF,21,ATL,22,400,13.1,.495,.472,.220,10.8,15.4,13.0,8.2,1.9,2.8,9.7,15.7,,0.3,0.3,0.5,.066,,-1.1,0.2,-0.8,0.1
406,Nik Stauskas\stausni01,SG,25,POR,30,503,11.4,.561,.544,.181,1.9,8.9,5.5,13.2,0.9,0.6,14.8,18.2,,0.4,0.2,0.6,.055,,-0.3,-2.1,-2.4,0.0
407,D.J. Stephens\stephdj01,SG,28,MEM,1,7,5.8,.500,.000,.000,0.0,0.0,0.0,0.0,7.2,0.0,33.3,19.7,,0.0,0.0,0.0,-0.117,,-9.8,2.6,-7.1,0.0
408,Lance Stephenson\stephla01,SG,28,LAL,31,469,14.4,.537,.397,.115,3.7,18.2,11.1,17.3,2.2,0.5,15.4,23.0,,0.0,0.6,0.7,.067,,-1.2,-0.3,-1.5,0.1
409,Edmond Sumner\sumneed01,PG,23,IND,7,28,-2.7,.317,.429,.286,8.1,3.8,5.9,4.6,1.8,0.0,27.6,17.0,,-0.1,0.0,-0.1,-0.148,,-8.6,-0.9,-9.5,-0.1
410,Caleb Swanigan\swanica01,PF,21,POR,12,113,3.7,.363,.114,.143,10.5,28.0,19.5,5.9,1.7,0.0,25.9,18.8,,-0.4,0.1,-0.2,-0.099,,-8.8,-0.4,-9.2,-0.2
411,Jayson Tatum\tatumja01,SF,20,BOS,29,905,16.7,.571,.336,.229,4.3,17.9,11.0,8.6,1.6,1.5,9.6,22.2,,1.2,1.6,2.7,.144,,0.1,0.7,0.7,0.6
412,Jeff Teague\teaguje01,PG,30,MIN,23,724,14.1,.508,.272,.393,1.2,6.7,3.9,36.4,1.5,1.3,17.0,18.4,,0.8,0.3,1.1,.075,,-0.7,-2.3,-3.0,-0.2
413,Garrett Temple\templga01,SG,32,MEM,30,947,9.9,.571,.522,.243,1.3,10.1,5.6,6.7,1.8,1.0,10.8,14.9,,0.4,1.0,1.4,.071,,-1.0,0.3,-0.7,0.3
414,Milos Teodosic\teodomi01,PG,31,LAC,15,150,6.9,.557,.675,.175,2.2,8.9,5.7,29.5,1.0,0.5,32.8,18.2,,-0.1,0.1,-0.1,-0.021,,-2.3,-3.0,-5.2,-0.1
415,Jared Terrell\terreja01,SG,23,MIN,1,21,-3.5,.225,.250,.250,0.0,5.1,2.5,6.0,4.6,4.1,18.4,21.8,,-0.1,0.0,-0.1,-0.258,,-12.9,2.1,-10.8,0.0
416,Daniel Theis\theisda01,C,26,BOS,19,274,17.4,.639,.250,.229,10.3,16.5,13.4,10.1,0.5,3.3,11.7,18.8,,0.7,0.4,1.1,.197,,1.1,0.8,1.9,0.3
417,Khyri Thomas\thomakh01,SG,22,DET,5,27,8.8,.455,.667,.222,7.5,20.7,13.7,15.8,0.0,0.0,16.8,18.3,,0.0,0.0,0.0,.010,,-2.8,-1.5,-4.3,0.0
418,Lance Thomas\thomala01,PF,30,NYK,12,186,5.6,.440,.432,.250,2.7,14.3,8.3,4.3,1.8,1.4,12.5,12.6,,-0.1,0.1,0.0,-0.009,,-4.3,-0.5,-4.8,-0.1
419,Klay Thompson\thompkl01,SG,28,GSW,31,1072,15.6,.541,.396,.129,1.2,11.6,6.6,9.0,1.5,1.6,8.3,28.1,,0.3,0.9,1.3,.056,,-0.6,-2.5,-3.1,-0.3
420,Tristan Thompson\thomptr01,C,27,CLE,27,819,20.3,.566,.000,.262,17.5,24.9,21.1,10.9,1.3,1.1,12.3,17.4,,1.8,0.5,2.3,.136,,1.8,0.5,2.3,0.9
421,Sindarius Thornwell\thornsi01,SG,24,LAC,16,102,2.9,.481,.389,.222,0.0,18.0,9.4,10.2,0.5,1.5,26.2,11.2,,-0.1,0.1,0.0,-0.023,,-5.4,0.2,-5.2,-0.1
422,Anthony Tolliver\tollian01,PF,33,MIN,19,295,9.6,.615,.866,.209,2.5,12.7,7.6,6.3,1.1,2.3,14.1,12.1,,0.2,0.2,0.4,.069,,-0.3,-0.1,-0.4,0.1
423,Karl-Anthony Towns\townska01,C,23,MIN,30,1000,22.4,.599,.293,.300,10.1,27.9,19.0,12.2,1.3,4.6,14.9,26.5,,1.8,1.4,3.2,.152,,2.1,2.1,4.2,1.6
424,Gary Trent\trentga02,SG,20,POR,3,20,0.3,.360,.385,.154,0.0,20.4,10.5,0.0,0.0,0.0,6.7,31.5,,-0.1,0.0,-0.1,-0.220,,-12.5,-9.8,-22.3,-0.1
425,Allonzo Trier\trieral01,SG,23,NYK,27,628,13.6,.580,.210,.447,2.6,12.0,7.1,12.1,0.8,1.4,16.3,20.9,,0.5,0.1,0.6,.047,,-1.3,-2.0,-3.3,-0.2
426,P.J. Tucker\tuckepj01,PF,33,HOU,29,1012,9.0,.582,.724,.089,4.4,15.9,9.9,3.8,1.6,0.9,11.5,9.8,,0.8,0.6,1.4,.064,,-0.5,0.1,-0.4,0.4
427,Evan Turner\turneev01,PG,30,POR,29,742,11.5,.499,.134,.213,2.3,17.6,10.2,22.8,1.4,1.0,19.2,16.7,,0.0,0.6,0.7,.042,,-2.4,1.1,-1.3,0.1
428,Myles Turner\turnemy01,C,22,IND,30,835,16.4,.543,.170,.220,5.3,20.9,13.4,8.9,0.6,8.9,12.5,20.9,,0.2,1.8,2.0,.116,,-3.0,4.6,1.6,0.8
429,Ekpe Udoh\udohek01,C,31,UTA,20,116,15.6,.791,.000,.526,3.9,17.4,10.6,10.4,0.8,7.1,20.4,11.0,,0.2,0.2,0.4,.163,,-1.8,4.0,2.2,0.1
430,Tyler Ulis\ulisty01,PG,23,CHI,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.013,,-7.2,-0.2,-7.3,0.0
431,Jonas Valanciunas\valanjo01,C,26,TOR,30,564,25.2,.639,.116,.363,10.9,29.5,20.7,8.2,1.1,3.3,11.5,26.0,,1.8,1.0,2.8,.240,,1.3,0.7,2.0,0.6
432,Fred VanVleet\vanvlfr01,PG,24,TOR,27,671,14.0,.539,.482,.173,2.0,8.1,5.2,24.0,1.8,0.5,13.2,18.0,,0.9,0.7,1.6,.114,,1.0,-0.5,0.5,0.4
433,Noah Vonleh\vonleno01,PF,23,NYK,32,832,14.9,.582,.337,.378,7.3,26.7,16.6,11.8,1.3,2.9,16.0,13.5,,1.1,0.7,1.8,.105,,-0.3,1.8,1.5,0.7
434,Nikola Vucevic\vucevni01,C,28,ORL,29,893,26.3,.601,.193,.176,8.5,33.3,20.7,22.1,1.6,2.8,10.8,27.5,,2.2,1.6,3.7,.202,,3.8,3.1,6.9,2.0
435,Dwyane Wade\wadedw01,SG,37,MIA,21,536,14.8,.515,.348,.273,4.4,10.4,7.3,24.8,1.0,1.9,14.8,27.4,,0.1,0.5,0.5,.046,,-0.1,-1.4,-1.5,0.1
436,Moritz Wagner\wagnemo01,C,21,LAL,8,52,13.8,.541,.500,.231,2.1,19.5,11.0,14.0,0.9,0.0,9.5,25.2,,0.0,0.1,0.1,.077,,-0.8,-3.2,-4.0,0.0
437,Kemba Walker\walkeke02,PG,28,CHO,29,1006,21.4,.555,.466,.317,1.3,12.6,6.9,29.6,1.8,0.9,10.3,30.8,,1.9,0.8,2.8,.133,,5.1,-1.6,3.5,1.4
438,John Wall\walljo01,PG,28,WAS,29,1000,19.4,.527,.302,.315,1.5,9.6,5.5,40.6,2.2,2.4,14.7,29.2,,0.8,0.5,1.3,.062,,1.9,-1.2,0.6,0.7
439,Tyrone Wallace\wallaty01,PG,24,LAC,20,163,9.5,.456,.088,.294,4.1,11.3,7.8,11.3,1.2,0.9,9.4,22.1,,-0.2,0.1,-0.1,-0.017,,-4.3,-2.0,-6.4,-0.2
440,Taurean Waller-Prince\princta02,SF,24,ATL,21,602,11.8,.567,.545,.212,1.0,14.0,7.3,12.4,1.8,1.0,16.2,22.5,,-0.1,0.3,0.2,.014,,-1.1,-1.7,-2.8,-0.1
441,Brad Wanamaker\wanambr01,PG,29,BOS,11,87,13.0,.590,.333,.222,0.0,13.6,6.7,24.5,1.1,0.0,21.3,18.6,,0.1,0.1,0.2,.095,,-2.7,-1.5,-4.2,0.0
442,T.J. Warren\warretj01,SF,25,PHO,25,743,19.2,.618,.302,.186,2.7,12.7,7.7,7.8,1.5,2.2,6.8,23.5,,1.4,0.5,1.9,.122,,1.8,-1.6,0.2,0.4
443,Yuta Watanabe\watanyu01,SG,24,MEM,3,16,8.7,.515,.333,.667,0.0,36.8,18.0,0.0,0.0,5.9,20.5,14.0,,0.0,0.0,0.0,.024,,-11.6,-1.9,-13.5,0.0
444,Thomas Welsh\welshth01,C,22,DEN,6,13,15.5,.833,.667,.000,0.0,25.0,12.5,21.8,0.0,0.0,25.0,13.2,,0.0,0.0,0.0,.159,,0.7,-1.7,-1.0,0.0
445,Russell Westbrook\westbru01,PG,30,OKC,21,713,21.3,.493,.259,.297,4.3,29.0,16.4,46.6,3.5,0.6,17.4,30.5,,0.2,1.8,2.0,.134,,2.1,5.0,7.1,1.6
446,Derrick White\whitede01,PG,24,SAS,22,449,9.0,.450,.250,.136,1.2,13.6,7.3,21.8,1.9,0.6,18.1,16.7,,-0.4,0.3,0.0,-0.004,,-3.4,-0.4,-3.8,-0.2
447,Okaro White\whiteok01,PF,26,WAS,3,6,-4.5,.000,1.000,.000,17.8,18.6,18.2,0.0,0.0,0.0,0.0,14.2,,0.0,0.0,0.0,-0.261,,-10.9,-8.3,-19.2,0.0
448,Hassan Whiteside\whiteha01,C,29,MIA,24,636,22.6,.530,.051,.427,16.1,36.4,26.1,5.3,1.1,9.1,11.9,22.6,,0.5,1.5,2.0,.153,,-3.2,3.4,0.2,0.4
449,Andrew Wiggins\wiggian01,SF,23,MIN,26,855,12.0,.495,.332,.209,2.3,10.4,6.3,10.1,1.9,1.5,9.5,23.3,,-0.2,0.6,0.3,.018,,-1.7,-0.7,-2.3,-0.1
450,C.J. Williams\willicj01,SG,28,MIN,6,53,-1.8,.357,.429,.000,0.0,4.0,2.0,7.5,0.9,0.0,17.6,13.5,,-0.1,0.0,-0.1,-0.116,,-7.3,-2.6,-9.9,-0.1
451,Johnathan Williams\willijo04,C,23,LAL,6,85,11.2,.542,.000,.263,13.9,11.9,12.9,6.1,0.5,2.8,8.6,11.3,,0.1,0.1,0.2,.116,,-1.3,0.2,-1.1,0.0
452,Kenrich Williams\willike04,SF,24,NOP,7,32,-0.4,.438,.375,.000,0.0,16.0,8.2,0.0,0.0,0.0,11.1,11.5,,0.0,0.0,0.0,-0.051,,-7.4,-4.8,-12.3,-0.1
453,Lou Williams\willilo02,SG,32,LAC,26,655,18.2,.530,.257,.373,2.4,8.3,5.4,28.9,1.0,0.2,12.6,31.3,,0.7,0.2,1.0,.070,,1.3,-3.3,-1.9,0.0
454,Marvin Williams\willima02,PF,32,CHO,28,718,12.3,.551,.618,.142,3.3,19.1,11.1,5.3,1.5,2.4,5.9,14.2,,0.6,0.8,1.4,.093,,-0.1,0.3,0.2,0.4
455,Robert Williams\williro04,C,21,BOS,13,99,21.6,.689,.000,.200,12.7,23.8,18.2,1.4,0.5,15.4,8.4,10.3,,0.2,0.3,0.5,.251,,-2.6,7.1,4.6,0.2
456,Troy Williams\willitr02,SF,24,SAC,17,267,12.2,.562,.459,.153,2.7,17.0,9.8,4.4,1.7,2.5,6.2,15.0,,0.2,0.3,0.5,.087,,-0.9,-0.3,-1.2,0.1
457,D.J. Wilson\wilsodj01,PF,22,MIL,3,45,20.4,.893,.500,.167,0.0,8.7,4.6,9.6,2.1,1.9,7.2,12.9,,0.2,0.1,0.2,.251,,4.5,0.1,4.6,0.1
458,Justise Winslow\winslju01,PF,22,MIA,25,702,10.4,.482,.341,.236,3.8,15.1,9.4,18.4,1.5,1.1,16.3,19.3,,-0.3,0.8,0.5,.031,,-2.5,0.4,-2.1,0.0
459,Christian Wood\woodch01,PF,23,MIL,6,37,24.0,.636,.235,.353,11.7,31.7,22.2,8.3,0.0,0.0,9.2,24.5,,0.1,0.1,0.2,.232,,0.6,-3.1,-2.5,0.0
460,Delon Wright\wrighde01,PG,26,TOR,27,461,13.5,.533,.354,.122,5.2,9.6,7.5,14.1,2.0,1.2,11.9,16.5,,0.5,0.5,1.0,.107,,-0.1,0.9,0.8,0.3
461,Guerschon Yabusele\yabusgu01,PF,23,BOS,14,76,12.2,.438,.400,.320,9.7,12.7,11.2,10.6,2.5,1.2,3.4,16.7,,0.1,0.1,0.2,.134,,-1.3,0.8,-0.5,0.0
462,Nick Young\youngni01,SG,33,DEN,3,24,7.6,.900,1.000,.000,0.0,4.5,2.3,5.7,0.0,0.0,28.6,12.5,,0.0,0.0,0.0,.062,,0.6,-3.7,-3.1,0.0
463,Thaddeus Young\youngth01,PF,30,IND,31,917,15.1,.535,.130,.208,8.3,13.8,11.1,8.3,2.5,1.5,9.7,17.8,,0.8,1.7,2.4,.127,,-0.6,2.1,1.5,0.8
464,Trae Young\youngtr01,PG,20,ATL,30,876,11.7,.479,.380,.285,2.0,8.0,4.9,38.1,1.1,1.0,19.5,28.1,,-1.0,0.1,-0.8,-0.046,,-2.2,-3.6,-5.8,-0.8
465,Cody Zeller\zelleco01,C,26,CHO,28,691,17.6,.646,.064,.316,9.0,16.7,12.8,11.6,1.6,2.8,13.4,15.2,,1.7,0.7,2.4,.170,,1.5,1.7,3.1,0.9
466,Ante Zizic\zizican01,C,22,CLE,20,191,11.4,.543,.000,.491,11.1,22.7,16.7,7.0,0.5,1.3,22.8,19.1,,-0.1,0.1,0.0,-0.001,,-4.8,-1.8,-6.6,-0.2
467,Ivica Zubac\zubaciv01,C,21,LAL,11,74,13.8,.527,.000,.190,14.5,23.3,19.0,7.1,0.6,4.2,14.9,15.0,,0.1,0.1,0.2,.118,,-3.4,1.0,-2.4,0.0